0,3378,6398
1,8751,6775
13,7614,6124
16,5036,3977
16,1761,9441
17,9807,2109
18,5031,3502
29,6335,1358
36,7354,4970
39,4039,4899
49,9154,2688
58,2328,250
59,2314,256
68,3814,5365
68,6694,7640
69,5069,8916
69,8223,9149
77,6300,1990
81,6309,3616
86,7710,722
86,9202,3479
89,497,284
106,2498,8957
107,5729,6226
114,3851,7053
121,1556,4577
136,435,6835
164,4523,3187
164,1964,8998
165,2001,5692
180,517,4949
180,2174,9622
185,9481,3354
202,8597,5568
203,1670,5676
206,6154,2554
214,4975,7348
215,2475,7000
222,2255,8241
223,5134,7101
224,4731,4949
235,1844,7112
236,9842,5918
241,8785,3925
249,6760,2611
250,2942,2118
254,4602,7699
257,7441,4728
258,3837,5327
262,8702,8356
269,5466,9069
270,699,23
277,4130,213
277,892,3029
279,1990,7653
286,9618,4016
287,5351,9411
317,1720,1036
343,8881,8047
370,8152,3298
377,8175,5770
414,4567,2373
422,9449,4381
430,4967,1606
430,1936,4785
436,3333,5545
446,7122,9253
448,7071,283
460,2639,7061
461,1662,8406
469,2080,6654
472,1563,8592
472,3966,806
485,8787,2078
501,2173,2059
513,9252,6789
514,3386,5515
519,4053,4424
520,2107,5042
520,229,4532
524,1941,2964
528,8427,3244
531,7128,8503
537,9223,6666
539,7169,4365
540,3426,8250
562,3341,8966
563,49,5923
569,8232,5978
592,562,1561
594,7754,9609
606,3362,2910
606,6223,8065
619,7377,5665
620,401,6282
621,380,2180
639,8398,3548
643,5326,8240
649,8203,6509
650,3997,4281
650,1843,9715
657,5881,6154
679,18,7777
680,8384,3744
683,4017,7106
684,2535,4926
692,1353,3160
710,6342,4461
712,6571,2350
720,6174,8346
721,1107,3482
723,4928,9625
725,8560,1979
729,1705,6909
732,6238,3867
735,7673,5043
735,503,6313
768,3339,178
787,7382,1765
788,6607,8786
815,1431,552
821,192,895
848,9585,970
849,5441,6312
850,9426,9220
850,4399,7170
851,3958,4982
861,1165,8253
868,9542,3959
873,4006,7525
874,9045,9739
876,1666,3193
886,1376,1586
894,2020,3909
897,5706,2587
901,4647,2194
916,6057,6729
921,9278,6194
922,4652,3348
926,5698,7487
927,6904,2523
927,5695,9915
930,8422,8176
959,5978,2380
959,7886,4457
960,4946,5292
960,8483,7601
961,3915,3641
976,3653,2001
978,1521,4435
983,2654,1714
984,4044,5248
985,5635,4409
987,1637,2748
987,5486,3121
989,5831,5864
989,4220,9346
990,7588,9470
993,719,5720
1002,1909,433
1003,9352,5888
1004,361,9689
1009,2173,2066
1020,8226,7399
1036,3006,2478
1036,9579,1961
1053,2830,4201
1054,5471,8518
1058,330,6509
1081,9184,7763
1097,4335,7612
1100,3459,9115
1107,2282,7925
1108,1392,3073
1108,7749,6500
1109,7669,3996
1135,7802,7418
1140,1268,9830
1145,9204,7650
1149,8697,6442
1171,1776,7950
1171,6295,5675
1180,6704,5487
1181,9176,5885
1182,2285,5820
1184,4403,5379
1186,2689,677
1187,2124,8458
1196,4342,7978
1197,2481,6088
1198,7660,8743
1201,6552,9709
1206,269,852
1210,5089,9621
1211,3696,8344
1224,8654,9957
1238,6875,4091
1240,8762,3670
1244,9233,2027
1246,5412,3818
1247,5776,6666
1259,3331,2178
1260,5627,8680
1266,3834,9071
1271,8870,8501
1289,4238,5632
1312,939,7468
1315,7660,8589
1323,6587,5928
1328,5746,8563
1360,9900,7849
1365,7033,24
1365,8863,9949
1365,3200,5609
1366,2633,4173
1366,2653,9501
1388,7130,1771
1388,6271,9217
1390,6980,5074
1393,8456,8872
1402,1159,1302
1414,1187,1336
1428,8506,572
1433,8502,8989
1439,6688,479
1439,7553,9391
1440,3271,4167
1462,4679,6417
1465,8218,3687
1469,8329,2827
1475,2011,5911
1476,1838,7745
1476,5975,7640
1485,8630,6248
1486,5743,2440
1493,9424,355
1534,5907,542
1535,2243,31
1535,3103,4244
1554,7599,3663
1555,2958,43
1568,1752,9977
1569,77,7044
1576,3785,9191
1585,859,530
1591,6008,9563
1593,6977,1347
1604,3770,3121
1610,5647,2454
1611,3395,8889
1612,5344,7631
1612,6466,4244
1625,3682,4659
1638,3171,5437
1659,6858,4282
1682,8250,1250
1690,5840,8143
1690,1173,5670
1701,8,987
1702,7051,5745
1702,2431,7269
1703,9849,8541
1705,1398,8279
1717,9570,3429
1717,1365,1026
1719,303,7829
1726,9100,6928
1731,3602,6965
1735,8628,6644
1735,6177,1367
1742,7330,4839
1745,8520,9633
1751,7263,3934
1755,2237,7035
1766,9268,3109
1767,1760,2896
1770,9528,2734
1770,2374,6066
1781,3429,2171
1796,5404,2350
1819,7106,4590
1820,123,8392
1822,3793,930
1823,9936,9084
1832,6736,2718
1833,3731,18
1852,1850,3739
1858,3562,1337
1859,4350,1576
1861,4539,6539
1877,6242,7845
1879,2780,8553
1879,7750,5235
1892,821,7358
1892,8019,6109
1893,5269,6164
1894,665,4921
1904,798,1838
1905,8989,2772
1905,9214,89
1919,3151,3227
1922,5687,7392
1925,8940,1244
1927,3227,2011
1940,6215,2080
1950,9121,1321
1954,2223,5797
1955,4409,8574
1957,1021,8612
1958,8668,3034
1960,2471,8300
1960,3071,9551
1968,3898,5753
1969,28,8489
1969,705,6868
1970,2072,806
1971,5977,4510
1991,8051,565
1993,3205,5930
1993,7032,4166
1997,5985,285
1997,3867,5097
2001,1088,2182
2005,1134,1719
2006,7392,8145
2014,1796,8409
2018,3993,7186
2032,5809,4647
2038,5187,3182
2039,6197,4467
2045,2263,1656
2069,6939,335
2077,8589,8077
2078,4535,311
2095,9366,7268
2101,6669,8159
2111,7569,2585
2117,5396,1555
2161,6369,8328
2161,5796,1502
2164,3373,6249
2170,5318,3755
2174,499,9848
2182,7212,5500
2182,513,3216
2184,8572,4452
2186,9027,5588
2194,8740,41
2195,4639,3488
2196,1751,5102
2196,4360,2482
2211,5469,5945
2212,9257,9895
2218,9393,3763
2228,8957,9721
2231,4874,7912
2235,3124,6832
2244,8289,5681
2247,7184,2996
2247,7608,4122
2248,9191,4658
2267,7534,2348
2267,4854,1921
2275,8322,5479
2290,5950,8952
2292,5795,1694
2293,352,9505
2305,925,4809
2305,30,6799
2316,4554,4942
2323,4461,6790
2324,1382,8227
2327,2050,1805
2336,7108,8900
2342,6490,2074
2346,3661,5262
2349,2621,5551
2373,7209,9616
2406,8129,7384
2417,1413,6833
2426,7807,8822
2438,2612,8056
2441,2038,9987
2444,922,2188
2451,7057,9984
2453,5726,5864
2454,9505,9973
2466,7271,7223
2472,8922,8810
2472,4302,1372
2474,4939,8855
2476,682,4005
2484,1455,3772
2485,5995,2229
2491,3172,3784
2512,92,9843
2515,7521,120
2516,3053,5433
2535,2134,3418
2538,7441,9256
2539,8876,7680
2557,9829,9264
2559,1136,4960
2561,1616,8334
2563,8159,3512
2564,4215,9812
2565,6592,7278
2566,9574,2426
2568,7406,3477
2571,8698,120
2596,7877,2528
2596,1504,9273
2597,4403,5618
2610,7967,4083
2615,5168,6760
2616,6046,9218
2626,2864,2326
2628,1645,6486
2628,2968,5811
2641,2735,8275
2647,805,4798
2656,1606,5569
2657,6085,9448
2684,7081,3553
2688,4846,7651
2711,1094,3583
2720,2266,139
2722,3287,6062
2722,446,8545
2726,4994,3118
2726,7583,455
2729,1966,9089
2732,9487,422
2754,1448,1544
2754,9645,7493
2757,2894,1430
2761,3990,2258
2761,8260,3039
2765,6863,8301
2766,3938,6942
2766,5975,9809
2774,4780,9136
2780,8641,9403
2781,6439,8883
2784,8803,6123
2792,8502,5043
2795,9826,1857
2795,5642,5064
2799,8129,1937
2802,2784,3623
2804,2384,5038
2807,6221,9613
2816,1134,8842
2818,8847,5318
2835,5191,1102
2837,5145,3323
2838,5044,6489
2843,4353,4606
2843,6580,5233
2845,6908,9476
2846,3451,7704
2847,3454,6776
2847,3171,2922
2856,7953,4058
2877,584,3181
2878,908,6107
2886,4513,4646
2895,5513,732
2897,3410,7261
2910,4255,636
2922,1818,3701
2923,535,1270
2935,353,7849
2936,1631,5759
2947,4987,164
2965,5074,7754
2973,5603,3477
2977,6376,5484
2984,3462,6853
2985,718,4785
3001,1031,1758
3007,5751,6833
3008,816,8482
3010,3480,3522
3010,4317,5340
3010,3723,8637
3013,7787,2388
3021,1485,2831
3022,8507,2776
3023,4212,8649
3029,4090,9164
3030,9430,8349
3041,7796,6046
3042,2300,4991
3043,2255,1590
3050,9371,198
3050,412,8786
3051,8677,5478
3052,9609,1046
3053,9838,8244
3059,8226,9397
3060,2734,2188
3083,1648,8147
3084,6444,4172
3098,5083,5921
3107,7436,1778
3109,6539,6917
3166,7550,9707
3170,9018,4886
3171,5358,1580
3182,878,4108
3183,3786,1482
3202,3506,7197
3206,1257,6024
3206,3644,9754
3208,5342,6079
3209,6224,696
3219,6338,7115
3219,4781,4730
3220,6210,3414
3220,6208,5580
3257,406,1261
3261,4526,6669
3263,5216,905
3277,5098,5473
3288,468,4993
3294,1924,4143
3295,9361,9640
3314,9366,6008
3325,5576,6987
3334,5053,5605
3342,2972,387
3343,1838,3413
3356,181,2035
3360,5716,4040
3361,9883,6050
3361,16,7187
3367,4250,5616
3369,8384,5325
3371,7679,123
3378,4447,638
3387,184,2982
3388,8996,8053
3390,6435,6317
3394,278,1410
3397,4683,126
3426,9317,8884
3444,8623,9235
3448,7825,5269
3453,4520,3546
3456,479,8485
3461,2041,2345
3461,3019,4328
3474,7495,2601
3476,356,7639
3487,2431,9619
3487,3997,6933
3488,9561,868
3488,736,8285
3491,7710,9794
3492,9249,7601
3493,799,1998
3495,1801,8039
3504,9957,9426
3504,2223,8655
3505,3206,5755
3530,9299,6172
3546,9743,7584
3562,8318,7290
3566,9794,4041
3567,4697,5111
3567,4648,4910
3570,412,6741
3584,9878,4514
3592,4918,1723
3598,2902,2347
3608,7622,7421
3615,5,141
3618,9438,1962
3630,146,9982
3646,1233,5326
3647,6904,1305
3649,8656,9682
3655,6081,7381
3655,5685,7326
3659,4109,7171
3660,1735,6384
3667,1032,3987
3682,9211,3708
3683,6903,221
3698,9460,6509
3720,6734,6081
3722,7925,7702
3726,723,6427
3750,3119,9688
3785,1481,6982
3790,7067,7690
3792,2170,8168
3812,9061,2700
3821,1969,3084
3828,4238,6087
3830,4331,9058
3844,381,1459
3853,4999,4580
3857,775,1022
3858,9063,4644
3858,9499,9835
3863,8697,3756
3871,4313,1015
3873,2616,436
3873,486,9646
3878,5232,1275
3879,8620,6207
3881,4235,7655
3884,8040,6426
3898,713,4286
3902,1643,4066
3908,1856,8307
3916,4939,700
3916,3168,2628
3927,6069,4830
3931,9017,7248
3934,6994,9624
3935,83,632
3954,2508,5150
3955,2637,7118
3960,3761,4365
3960,555,7425
3978,6086,3923
3979,5812,130
3979,4882,8795
3999,6548,2017
4001,6183,8184
4007,564,4868
4008,3149,2987
4008,369,4421
4013,4047,8477
4020,3675,702
4024,6451,907
4025,1139,6687
4029,6219,5927
4038,6682,1024
4047,6924,2259
4047,834,6593
4047,5507,4438
4047,1362,7467
4048,6644,1523
4049,7051,1952
4051,5270,19
4068,803,1398
4068,8810,4607
4082,1668,2673
4082,4927,4789
4085,154,1653
4087,6143,4882
4110,8439,9455
4112,3338,5931
4119,7160,4535
4119,9503,1173
4123,8437,8051
4125,9885,3625
4134,3178,8514
4144,9008,6706
4144,3189,4398
4146,6336,6302
4151,360,6046
4151,5469,3471
4158,8783,5194
4170,1275,8643
4176,3483,3592
4176,2735,5922
4189,6854,9409
4193,1148,6528
4197,727,2955
4201,3513,8178
4206,8027,4742
4213,7198,4693
4221,2809,770
4235,8232,8323
4238,5680,3762
4259,5039,6936
4259,1926,4554
4260,6499,583
4267,628,7797
4267,6148,4621
4268,2181,1367
4274,3060,5653
4275,3578,6905
4289,483,9887
4292,8175,3680
4293,5728,6778
4293,8818,126
4294,7951,1428
4311,5749,2828
4312,4744,513
4315,6493,7174
4315,3793,1176
4319,2341,6154
4324,9539,1197
4328,4462,5744
4331,8868,6977
4337,5657,8679
4346,1555,594
4365,9392,1078
4367,6644,3232
4367,7586,4150
4367,2746,4954
4394,2524,5697
4396,9452,9492
4404,8922,7175
4410,6340,2767
4421,9387,1616
4432,3821,3985
4437,4956,2080
4443,5763,3923
4444,826,6284
4445,4101,7973
4462,6660,5840
4462,3116,5025
4463,9770,3635
4464,3193,3152
4481,675,2932
4486,2299,2376
4487,6590,8421
4488,4688,1372
4490,9518,1654
4491,9654,2370
4491,3848,4236
4492,8548,8982
4522,2124,417
4525,9291,3840
4537,3683,2486
4537,4629,4629
4538,2831,8549
4550,3524,2340
4565,8273,2482
4577,5470,4947
4579,4032,7949
4586,8558,5093
4600,272,3906
4605,261,507
4607,7672,1300
4613,4538,3650
4618,4622,1618
4624,9099,7061
4624,6689,7280
4631,753,3967
4636,3653,3249
4640,8496,7034
4641,7721,862
4669,3230,9008
4672,8847,9126
4672,5815,3739
4682,491,2033
4691,5838,4130
4697,2386,8004
4703,6606,7182
4703,1528,6214
4706,5515,7547
4706,8474,435
4707,912,3684
4714,8994,6099
4714,4379,1038
4715,9617,6065
4715,3621,5203
